Device_ID,Lab_Name,Device_Type,Brand_Model,Purchase_Year,Age_Years,Warranty_Status,CPU,RAM,Storage,GPU,Daily_Usage_Hours,Users_Per_Day,Total_PC_In_Lab,Boot_Time,Application_Response,Benchmark_Score,Physical_Condition,Performance_Condition,Number_of_Failures,Downtime_Hours,Repair_Count,Annual_Maintenance_Cost_TK,Power_Consumption_W,Estimated_Annual_Energy_Cost_TK,Original_Purchase_Price_TK,Current_Replacement_Price_TK,Student_Teacher_Satisfaction,Decision
PC-15,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",304,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1015,155,5375,55000,60513,Neutral,Monitor
PC-16,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",177,"Fair, Around 40-50%",50% - 60%,4,14,2 times/year/PC,1090,155,5375,55000,63077,Neutral,Monitor
PC-17,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",444,"Fair, Around 40-50%",50% - 60%,3,14,2 times/year/PC,1028,155,5375,55000,62314,Very Dissatisfied,Monitor
PC-18,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",229,"Fair, Around 40-50%",50% - 60%,5,14,2 times/year/PC,1194,155,5375,55000,62894,Neutral,Monitor
PC-19,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",227,"Fair, Around 40-50%",50% - 60%,1,14,2 times/year/PC,1018,155,5375,55000,59127,Dissatisfied,Monitor
PC-20,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",195,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1245,155,5375,55000,60787,Neutral,Monitor
PC-21,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",441,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1030,155,5375,55000,60984,Neutral,Monitor
PC-22,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",224,"Fair, Around 40-50%",50% - 60%,5,14,2 times/year/PC,950,155,5375,55000,59690,Very Dissatisfied,Monitor
PC-23,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",176,"Fair, Around 40-50%",50% - 60%,2,14,2 times/year/PC,805,155,5375,55000,59261,Very Dissatisfied,Monitor
PC-24,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",190,"Fair, Around 40-50%",50% - 60%,4,14,2 times/year/PC,959,155,5375,55000,62186,Neutral,Monitor
PC-25,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",461,"Fair, Around 40-50%",50% - 60%,3,14,2 times/year/PC,961,155,5375,55000,59489,Dissatisfied,Monitor
PC-26,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",224,"Fair, Around 40-50%",50% - 60%,1,14,2 times/year/PC,985,155,5375,55000,59956,Dissatisfied,Monitor
PC-27,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",381,"Fair, Around 40-50%",50% - 60%,3,14,2 times/year/PC,1201,155,5375,55000,61228,Very Dissatisfied,Monitor
PC-28,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",483,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,970,155,5375,55000,63914,Very Dissatisfied,Monitor
PC-29,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",449,"Fair, Around 40-50%",50% - 60%,2,14,2 times/year/PC,1299,155,5375,55000,62510,Very Dissatisfied,Monitor
PC-30,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",269,"Fair, Around 40-50%",50% - 60%,6,14,2 times/year/PC,945,155,5375,55000,62696,Neutral,Monitor
PC-31,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",230,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1271,155,5375,55000,63805,Very Dissatisfied,Monitor
PC-32,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",442,"Fair, Around 40-50%",50% - 60%,6,14,2 times/year/PC,940,155,5375,55000,60204,Neutral,Monitor
PC-33,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",433,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1208,155,5375,55000,62971,Very Dissatisfied,Monitor
PC-34,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",308,"Fair, Around 40-50%",50% - 60%,1,14,2 times/year/PC,829,155,5375,55000,63971,Dissatisfied,Monitor
PC-35,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",280,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1184,155,5375,55000,63803,Very Dissatisfied,Monitor
PC-36,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",331,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,919,155,5375,55000,59513,Neutral,Monitor
PC-37,Lab-6,Desktop PC,HP EliteDesk 800 G6,2020,6,Expired (3 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",256 GB SSD (SATA),No,10,9 per PC,37,18 sec - 25 sec,"Moderate, 30-60 sec",417,"Fair, Around 40-50%",50% - 60%,0,14,2 times/year/PC,1044,155,5375,55000,61629,Dissatisfied,Monitor
