Device_ID,Lab_Name,Device_Type,Brand_Model,Purchase_Year,Age_Years,Warranty_Status,CPU,RAM,Storage,GPU,Daily_Usage_Hours,Users_Per_Day,Total_PC_In_Lab,Boot_Time,Application_Response,Benchmark_Score,Physical_Condition,Performance_Condition,Number_of_Failures,Downtime_Hours,Repair_Count,Annual_Maintenance_Cost_TK,Power_Consumption_W,Estimated_Annual_Energy_Cost_TK,Original_Purchase_Price_TK,Current_Replacement_Price_TK,Student_Teacher_Satisfaction,Decision
PC-12,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",711,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,644,160,4993,55000,62177,Satisfied,Keep
PC-13,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",607,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,1024,160,4993,55000,60606,Satisfied,Keep
PC-14,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",880,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,680,160,4993,55000,63242,Dissatisfied,Keep
PC-15,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",771,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,621,160,4993,55000,60577,Dissatisfied,Keep
PC-16,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",706,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,881,160,4993,55000,62733,Very Satisfied,Keep
PC-17,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",599,"Good, Around 50-60%",60% - 70%,3,15,1-2 times/year/PC,828,160,4993,55000,62010,Neutral,Monitor
PC-18,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",638,"Good, Around 50-60%",60% - 70%,3,15,1-2 times/year/PC,828,160,4993,55000,60927,Dissatisfied,Monitor
PC-19,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",465,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,820,160,4993,55000,61937,Dissatisfied,Keep
PC-20,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",420,"Good, Around 50-60%",60% - 70%,5,15,1-2 times/year/PC,925,160,4993,55000,59333,Neutral,Monitor
PC-21,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",661,"Good, Around 50-60%",60% - 70%,5,15,1-2 times/year/PC,627,160,4993,55000,59655,Satisfied,Monitor
PC-22,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",838,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,914,160,4993,55000,59543,Dissatisfied,Keep
PC-23,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",889,"Good, Around 50-60%",60% - 70%,2,15,1-2 times/year/PC,951,160,4993,55000,60352,Very Satisfied,Monitor
PC-24,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",481,"Good, Around 50-60%",60% - 70%,2,15,1-2 times/year/PC,1059,160,4993,55000,61652,Satisfied,Monitor
PC-25,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",506,"Good, Around 50-60%",60% - 70%,3,15,1-2 times/year/PC,734,160,4993,55000,63848,Neutral,Keep
PC-26,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",606,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,925,160,4993,55000,60320,Satisfied,Keep
PC-27,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",801,"Good, Around 50-60%",60% - 70%,6,15,1-2 times/year/PC,658,160,4993,55000,61165,Neutral,Monitor
PC-28,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",684,"Good, Around 50-60%",60% - 70%,3,15,1-2 times/year/PC,896,160,4993,55000,63271,Very Satisfied,Monitor
PC-29,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",777,"Good, Around 50-60%",60% - 70%,3,15,1-2 times/year/PC,735,160,4993,55000,62043,Very Satisfied,Monitor
PC-30,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",441,"Good, Around 50-60%",60% - 70%,6,15,1-2 times/year/PC,717,160,4993,55000,62623,Dissatisfied,Monitor
PC-31,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",819,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,729,160,4993,55000,63227,Satisfied,Keep
PC-32,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",858,"Good, Around 50-60%",60% - 70%,5,15,1-2 times/year/PC,975,160,4993,55000,61561,Neutral,Monitor
PC-33,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",715,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,813,160,4993,55000,62540,Very Satisfied,Keep
PC-34,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",734,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,611,160,4993,55000,59373,Neutral,Keep
PC-35,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",582,"Good, Around 50-60%",60% - 70%,4,15,1-2 times/year/PC,714,160,4993,55000,63375,Very Satisfied,Monitor
PC-36,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",587,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,681,160,4993,55000,62890,Dissatisfied,Keep
PC-37,Lab-4,Desktop PC,Asus ExpertCenter D700,2020,6,Expired (2 yr),"Intel Core i5, 10th Gen","8 GB, DDR4",1 TB HDD (SATA),No,9,7 per PC,37,20 sec - 30 sec,"Moderate, 30-60 sec",476,"Good, Around 50-60%",60% - 70%,0,15,1-2 times/year/PC,649,160,4993,55000,62693,Satisfied,Keep
