Device_ID,Lab_Name,Device_Type,Brand_Model,Purchase_Year,Age_Years,Warranty_Status,CPU,RAM,Storage,GPU,Daily_Usage_Hours,Users_Per_Day,Total_PC_In_Lab,Boot_Time,Application_Response,Benchmark_Score,Physical_Condition,Performance_Condition,Number_of_Failures,Downtime_Hours,Repair_Count,Annual_Maintenance_Cost_TK,Power_Consumption_W,Estimated_Annual_Energy_Cost_TK,Original_Purchase_Price_TK,Current_Replacement_Price_TK,Student_Teacher_Satisfaction,Decision
PC-11,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",435,"Low, Around 20-30%",25% - 30%,6,12,3-4 times/year/PC,1704,180,7490,45000,69694,Dissatisfied,Replace
PC-12,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",383,"Low, Around 20-30%",25% - 30%,4,12,3-4 times/year/PC,1730,180,7490,45000,65563,Dissatisfied,Replace
PC-13,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",308,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1648,180,7490,45000,69734,Neutral,Replace
PC-14,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",161,"Low, Around 20-30%",25% - 30%,2,12,3-4 times/year/PC,1481,180,7490,45000,68782,Dissatisfied,Replace
PC-15,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",297,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1678,180,7490,45000,66059,Neutral,Replace
PC-16,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",235,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1505,180,7490,45000,68679,Neutral,Replace
PC-17,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",431,"Low, Around 20-30%",25% - 30%,6,12,3-4 times/year/PC,1661,180,7490,45000,67280,Very Dissatisfied,Replace
PC-18,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",227,"Low, Around 20-30%",25% - 30%,1,12,3-4 times/year/PC,1390,180,7490,45000,65679,Dissatisfied,Replace
PC-19,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",451,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1434,180,7490,45000,66493,Neutral,Replace
PC-20,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",439,"Low, Around 20-30%",25% - 30%,4,12,3-4 times/year/PC,1787,180,7490,45000,67610,Dissatisfied,Replace
PC-21,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",177,"Low, Around 20-30%",25% - 30%,5,12,3-4 times/year/PC,1760,180,7490,45000,68740,Neutral,Replace
PC-22,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",396,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1331,180,7490,45000,68280,Very Dissatisfied,Replace
PC-23,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",324,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1326,180,7490,45000,69921,Neutral,Replace
PC-24,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",464,"Low, Around 20-30%",25% - 30%,2,12,3-4 times/year/PC,1336,180,7490,45000,65208,Neutral,Replace
PC-25,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",458,"Low, Around 20-30%",25% - 30%,2,12,3-4 times/year/PC,1542,180,7490,45000,67983,Neutral,Replace
PC-26,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",395,"Low, Around 20-30%",25% - 30%,3,12,3-4 times/year/PC,1459,180,7490,45000,68963,Neutral,Replace
PC-27,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",395,"Low, Around 20-30%",25% - 30%,2,12,3-4 times/year/PC,1564,180,7490,45000,66322,Neutral,Replace
PC-28,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",428,"Low, Around 20-30%",25% - 30%,1,12,3-4 times/year/PC,1688,180,7490,45000,65221,Neutral,Replace
PC-29,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",283,"Low, Around 20-30%",25% - 30%,5,12,3-4 times/year/PC,1487,180,7490,45000,69246,Very Dissatisfied,Replace
PC-30,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",407,"Low, Around 20-30%",25% - 30%,6,12,3-4 times/year/PC,1625,180,7490,45000,67700,Neutral,Replace
PC-31,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",249,"Low, Around 20-30%",25% - 30%,6,12,3-4 times/year/PC,1718,180,7490,45000,66961,Neutral,Replace
PC-32,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",164,"Low, Around 20-30%",25% - 30%,5,12,3-4 times/year/PC,1704,180,7490,45000,65228,Dissatisfied,Replace
PC-33,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",378,"Low, Around 20-30%",25% - 30%,2,12,3-4 times/year/PC,1788,180,7490,45000,67863,Dissatisfied,Replace
PC-34,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",250,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1404,180,7490,45000,67766,Dissatisfied,Replace
PC-35,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",395,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1709,180,7490,45000,67818,Dissatisfied,Replace
PC-36,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",348,"Low, Around 20-30%",25% - 30%,0,12,3-4 times/year/PC,1544,180,7490,45000,66632,Very Dissatisfied,Replace
PC-37,Lab-1,Desktop PC,HP ProDesk 400 G4 MT,2016,10,Expired (3 yr),"Intel Core i7, 7th Gen","8 GB, DDR4","500 GB SSD (SATA), 1 TB HDD (SATA)",No,12,10 per PC,37,30 sec - 40 sec,"Slow, 1-2 min",352,"Low, Around 20-30%",25% - 30%,6,12,3-4 times/year/PC,1505,180,7490,45000,68794,Neutral,Replace
