Device_ID,Lab_Name,Device_Type,Brand_Model,Purchase_Year,Age_Years,Warranty_Status,CPU,RAM,Storage,GPU,Daily_Usage_Hours,Users_Per_Day,Total_PC_In_Lab,Boot_Time,Application_Response,Benchmark_Score,Physical_Condition,Performance_Condition,Number_of_Failures,Downtime_Hours,Repair_Count,Annual_Maintenance_Cost_TK,Power_Consumption_W,Estimated_Annual_Energy_Cost_TK,Original_Purchase_Price_TK,Current_Replacement_Price_TK,Student_Teacher_Satisfaction,Decision
PC-11,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",858,"Good, Around 60-70%",55% - 65%,6,16,1-2 times/year/PC,1195,150,4161,52000,64377,Neutral,Monitor
PC-12,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",670,"Good, Around 60-70%",55% - 65%,6,16,1-2 times/year/PC,1197,150,4161,52000,64335,Dissatisfied,Monitor
PC-13,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",477,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,1197,150,4161,52000,64779,Dissatisfied,Monitor
PC-14,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",443,"Good, Around 60-70%",55% - 65%,3,16,1-2 times/year/PC,1097,150,4161,52000,65017,Very Satisfied,Monitor
PC-15,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",870,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,1030,150,4161,52000,60807,Very Satisfied,Monitor
PC-16,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",757,"Good, Around 60-70%",55% - 65%,3,16,1-2 times/year/PC,750,150,4161,52000,61418,Neutral,Monitor
PC-17,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",533,"Good, Around 60-70%",55% - 65%,3,16,1-2 times/year/PC,1104,150,4161,52000,62331,Very Satisfied,Monitor
PC-18,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",890,"Good, Around 60-70%",55% - 65%,2,16,1-2 times/year/PC,1030,150,4161,52000,63091,Very Satisfied,Monitor
PC-19,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",891,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,1060,150,4161,52000,63873,Satisfied,Keep
PC-20,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",731,"Good, Around 60-70%",55% - 65%,5,16,1-2 times/year/PC,741,150,4161,52000,63940,Neutral,Monitor
PC-21,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",652,"Good, Around 60-70%",55% - 65%,1,16,1-2 times/year/PC,1056,150,4161,52000,60779,Neutral,Monitor
PC-22,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",403,"Good, Around 60-70%",55% - 65%,1,16,1-2 times/year/PC,1078,150,4161,52000,62892,Neutral,Monitor
PC-23,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",792,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,818,150,4161,52000,62088,Very Satisfied,Keep
PC-24,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",887,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,1012,150,4161,52000,64561,Dissatisfied,Keep
PC-25,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",885,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,774,150,4161,52000,65372,Satisfied,Keep
PC-26,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",612,"Good, Around 60-70%",55% - 65%,1,16,1-2 times/year/PC,1063,150,4161,52000,60924,Dissatisfied,Monitor
PC-27,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",775,"Good, Around 60-70%",55% - 65%,2,16,1-2 times/year/PC,740,150,4161,52000,61427,Very Satisfied,Monitor
PC-28,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",782,"Good, Around 60-70%",55% - 65%,4,16,1-2 times/year/PC,716,150,4161,52000,64330,Satisfied,Monitor
PC-29,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",626,"Good, Around 60-70%",55% - 65%,2,16,1-2 times/year/PC,755,150,4161,52000,61886,Neutral,Monitor
PC-30,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",687,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,894,150,4161,52000,62199,Very Satisfied,Keep
PC-31,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",761,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,800,150,4161,52000,64378,Neutral,Keep
PC-32,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",586,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,715,150,4161,52000,64387,Neutral,Keep
PC-33,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",592,"Good, Around 60-70%",55% - 65%,0,16,1-2 times/year/PC,937,150,4161,52000,60785,Dissatisfied,Keep
PC-34,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",573,"Good, Around 60-70%",55% - 65%,4,16,1-2 times/year/PC,839,150,4161,52000,63473,Very Satisfied,Monitor
PC-35,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",562,"Good, Around 60-70%",55% - 65%,5,16,1-2 times/year/PC,852,150,4161,52000,62757,Neutral,Monitor
PC-36,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",884,"Good, Around 60-70%",55% - 65%,5,16,1-2 times/year/PC,712,150,4161,52000,61035,Very Satisfied,Monitor
PC-37,Lab-3,Desktop PC,Lenovo ThinkCentre M720s,2019,7,Expired (3 yr),"Intel Core i7, 9th Gen","16 GB, DDR4",512 GB SSD (NVMe),Integrated UHD 630,8,6 per PC,37,15 sec - 20 sec,"Fast, under 30 sec",597,"Good, Around 60-70%",55% - 65%,6,16,1-2 times/year/PC,1167,150,4161,52000,62556,Satisfied,Monitor
