Device_ID,Lab_Name,Device_Type,Brand_Model,Purchase_Year,Age_Years,Warranty_Status,CPU,RAM,Storage,GPU,Daily_Usage_Hours,Users_Per_Day,Total_PC_In_Lab,Boot_Time,Application_Response,Benchmark_Score,Physical_Condition,Performance_Condition,Number_of_Failures,Downtime_Hours,Repair_Count,Annual_Maintenance_Cost_TK,Power_Consumption_W,Estimated_Annual_Energy_Cost_TK,Original_Purchase_Price_TK,Current_Replacement_Price_TK,Student_Teacher_Satisfaction,Decision
PC-25,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",408,"Fair, Around 30-40%",40% - 50%,0,14,2-3 times/year/PC,1046,170,5895,48000,62040,Dissatisfied,Monitor
PC-26,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",161,"Fair, Around 30-40%",40% - 50%,3,14,2-3 times/year/PC,1155,170,5895,48000,64454,Dissatisfied,Replace
PC-27,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",229,"Fair, Around 30-40%",40% - 50%,6,14,2-3 times/year/PC,1199,170,5895,48000,66887,Very Dissatisfied,Replace
PC-28,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",224,"Fair, Around 30-40%",40% - 50%,5,14,2-3 times/year/PC,1422,170,5895,48000,62358,Dissatisfied,Replace
PC-29,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",408,"Fair, Around 30-40%",40% - 50%,6,14,2-3 times/year/PC,1465,170,5895,48000,63141,Very Dissatisfied,Replace
PC-30,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",449,"Fair, Around 30-40%",40% - 50%,0,14,2-3 times/year/PC,1043,170,5895,48000,63883,Very Dissatisfied,Monitor
PC-31,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",342,"Fair, Around 30-40%",40% - 50%,0,14,2-3 times/year/PC,1285,170,5895,48000,65697,Neutral,Monitor
PC-32,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",285,"Fair, Around 30-40%",40% - 50%,3,14,2-3 times/year/PC,1233,170,5895,48000,62027,Neutral,Replace
PC-33,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",419,"Fair, Around 30-40%",40% - 50%,0,14,2-3 times/year/PC,1381,170,5895,48000,62541,Neutral,Replace
PC-34,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",285,"Fair, Around 30-40%",40% - 50%,0,14,2-3 times/year/PC,1373,170,5895,48000,63923,Very Dissatisfied,Monitor
PC-35,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",345,"Fair, Around 30-40%",40% - 50%,3,14,2-3 times/year/PC,1245,170,5895,48000,62628,Neutral,Replace
PC-36,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",251,"Fair, Around 30-40%",40% - 50%,5,14,2-3 times/year/PC,1307,170,5895,48000,62634,Very Dissatisfied,Replace
PC-37,Lab-2,Desktop PC,Dell OptiPlex 3070 MT,2018,8,Expired (3 yr),"Intel Core i5, 9th Gen","8 GB, DDR4",1 TB HDD (SATA),No,10,8 per PC,37,25 sec - 35 sec,"Moderate, 30-60 sec",468,"Fair, Around 30-40%",40% - 50%,2,14,2-3 times/year/PC,1068,170,5895,48000,66651,Neutral,Replace
